AirLine_Name,Rating - 10,Title,Name,Date,Review,Recommend,Extracted_Aspects
AirIndia,1.0,nothing short of a nightmare,Maya Koren Kofman,2024-04-29,air india a nightmare of unresponsive customer service dealing with air india has been nothing short of a nightmare while they did answer my initial calls their promise of a callback was nothing but empty words leaving me stranded without assistance after over ten phone calls and spending more than ten hours on hold they finally claimed to have found a flight for me and confirmed the booking however it turned out to be a lie they falsely claimed that el al had canceled their part of the flight when in reality they hadnt this deceitful behavior only added to the frustration of the situation their failure to provide an alternative flight after canceling mine as required by law further compounded the issue despite repeated attempts to seek help i was met with indifference and a lack of solutions air indias customer service is simply unacceptable save yourself the hassle and choose an airline that values its customers,0,"['air india a nightmare', 'unresponsive customer service', 'air india', 'a nightmare', 'my initial calls', 'their promise', 'a callback', 'empty words', 'assistance', 'over ten phone calls', 'more than ten hours', 'hold', 'a flight', 'the booking', 'a lie', 'el al', 'their part', 'the flight', 'reality', 'this deceitful behavior', 'the frustration', 'the situation', 'their failure', 'an alternative flight', 'law', 'the issue', 'repeated attempts', 'help', 'indifference', 'a lack', 'solutions air indias customer service', 'the hassle', 'an airline', 'its customers']"
AirIndia,1.0,ridiculous customer service,S Furman,2024-04-29,absolutely ridiculous customer service never fly air india after they canceled my flight and provided me with an unsuitable solution on a different day they also had a gut to demand money because of fare differences and when i didnt agree and wanted to speak with somebody senior they disconnected my call better go for a proper low cost at least you know what to expect,0,"['absolutely ridiculous customer service', 'air india', 'my flight', 'an unsuitable solution', 'a different day', 'a gut', 'money', 'fare differences', 'my call', 'a proper low cost']"
AirIndia,1.0,no working entertainment,Sallie Palanivel,2024-04-29,absolutely pathetic no working entertainment or even a working overhead light for a 9 hour flight only vodka or whiskey to drink no diet coke cabin crew ok the first and last time i ever use air india,0,"['absolutely pathetic no working entertainment', 'even a working overhead light', 'a 9 hour flight only vodka', 'whiskey', 'no diet coke cabin crew', 'air india']"
AirIndia,7.0,a pretty routine flight,H Varsun,2024-04-29,for this late afternoon flight the boarding started on time and for snacks option there was chhole kulche along with dessert and teacoffee for the non veg option there was chicken with noodles the flight itself was pretty uneventful and landed at blr on time but noted that the baggage took a bit of time to arrive at the carousel but otherwise for the price that was paid this was a pretty routine flight,1,"['this late afternoon flight', 'the boarding', 'time', 'snacks option', 'chhole kulche', 'dessert', 'teacoffee', 'the non veg option', 'chicken', 'noodles', 'the flight', 'blr', 'time', 'the baggage', 'a bit', 'time', 'the carousel', 'the price', 'a pretty routine flight']"
AirIndia,9.0,the flight was quite nice,H Varsun,2024-04-29,i opted for this midweek flight hoping there would be enough seats which at the check in thankfully there was the staff supervisor there was very friendly and helped me when my boarding pass was unable to get scanned at the security at blrs t2 gate she assisted me in getting through the security and also dealing with some passengers who were in front of me during check in the flight was quite nice that had dinner service on board had opted for the chicken dish that came along with rice and stuff parathas which was good arrival was on time and so was baggage retrieval ,1,"['this midweek flight', 'enough seats', 'the check', 'the staff supervisor', 'my boarding pass', 'the security', 'blrs t2 gate', 'the security', 'some passengers', 'front', 'check', 'the flight', 'dinner service', 'board', 'the chicken dish', 'rice', 'stuff', 'parathas', 'good arrival', 'time', 'baggage retrieval']"
AirIndia,3.0,seat back was in a catastrophic state,N Marten,2024-04-29,how do you feel when the pilot makes an announcement shortly after the plane has started taxiing and points out a technical problem with the air conditioning that will hopefully be solved during the flight well more than uncertain when we boarded the plane the cabin was heated to around 35° which remained the case for the first 15 hours or so of the flight  the seatbelt indicator lights did not work either this perceived safety problem was compounded by the overall condition of the aircraft while the entertainment system at my wifes seat didnt work on the outward flight it practically failed throughout the entire plane on the return flight and that on a longhaul flight in addition one toilet didnt work my seat back was in a catastrophic state and one toilet was out of order in another the washbasin was provisionally glued down so that it didnt fall off the wall do you feel comfortable and safe a clear no its also cheeky when checking in online 48 hours before departure the seats are displayed our two seats offered at no extra cost were in different rows if we wanted to sit together or enjoy a bit more legroom we had to pay extra coincidentally relatives of ours were flying from frankfurt to singapore the same week here too the decision was made no more air india after a lengthy back and forth with air india we were granted around 120 euros in compensation for both passengers with a total flight price of almost 1800 euros this was an outrage,0,"['the pilot', 'an announcement', 'the plane', 'a technical problem', 'the air conditioning', 'the flight', 'the plane', 'the cabin', 'around 35°', 'the case', 'the first 15 hours', 'the flight', 'the seatbelt indicator lights', 'this perceived safety problem', 'the overall condition', 'the aircraft', 'the entertainment system', 'my wifes', 'seat', 'the outward flight', 'the entire plane', 'the return flight', 'a longhaul flight', 'addition', 'one toilet', 'my seat', 'a catastrophic state', 'one toilet', 'order', 'the washbasin', 'the wall', 'departure', 'the seats', 'our two seats', 'no extra cost', 'different rows', 'a bit more legroom', 'extra coincidentally relatives', 'ours', 'frankfurt', 'singapore', 'the decision', 'no more air india', 'air india', 'around 120 euros', 'compensation', 'both passengers', 'a total flight price', 'almost 1800 euros', 'an outrage']"
AirIndia,10.0,one way my ife was not working,Rajiv Jaggi,2024-04-11,i travelled with my wife on air india from delhi to newark via mumbai i must say that the service from crew members were flawless the crew is professional polite courteous the food was flavorful and plentiful yes granted the aircrafts were 10 to 15 years old but they were clean one way my ife was not working,1,"['my wife', 'air india', 'delhi', 'newark', 'mumbai', 'the service', 'crew members', 'the crew', 'the food', 'the aircrafts', 'my ife']"
AirIndia,3.0,will not fly on them again,Nakul Sharma,2024-04-11,old etihad plane completely worn out ife not working at least half of cabin broken tables broken toilets have flown air india for some bizarre reason for 10 years will not fly on them again,0,"['old etihad plane', 'ife', 'at least half', 'cabin broken tables', 'broken toilets', 'air india', 'some bizarre reason', '10 years']"
AirIndia,1.0,terrible experience,O Norris,2024-04-11,terrible experience super old aircraft dirty everywhere flight attendants tried their best to make sure that everyone was happy never flying with them again in delhi airport at boarding time representatives of air india asked me to pay 800usd for a duty free bag however post terminal doesn’t work and they tried to ask for cash they said any cash amount i didn’t pay and they allowed us to board last minute,0,"['terrible experience', 'super old aircraft', 'flight attendants', 'delhi airport', 'boarding time', 'representatives', 'air india', 'a duty free bag', 'post terminal', 'cash', 'any cash amount']"
AirIndia,2.0,the disgrace to the country,G Purvat,2024-04-11,air india is a shame to india being a national carrier they are the disgrace to the country my mother who is a senior citizen and was operated recently was not provided with wheel chair services at toronto airport even after booking in advance and asking for multiple times at the airport itself,0,"['air india', 'a shame', 'india', 'a national carrier', 'the disgrace', 'the country', 'my mother', 'a senior citizen', 'wheel chair services', 'toronto airport', 'advance', 'multiple times', 'the airport']"
AirIndia,3.0,not in any way attentive,Richard Samra,2024-04-11,in march of 2024 i flew multiple international and domestic india flights with air india all flights were sold as business class the delhi to sfo plane was old my seat was neither comfortable and the controls did not work the food was pathetic and to top it off the flight attendants were not in any way attentive requests for food or drinks were either ignored or required two or three requests and up to a fifty minute wait time the flight attendants were either not properly trained over worked or simply did not care about passengers nothing one expects to be found in business class was apparent with air india in fact in my experience most domestic united states carriers premium economy far surpass anything i experienced with air india business class on an international flight,0,"['march', 'multiple international and domestic india flights', 'air india', 'all flights', 'business class', 'the delhi', 'sfo plane', 'my seat', 'the controls', 'the food', 'the flight attendants', 'any way', 'attentive requests', 'food', 'drinks', 'two or three requests', 'a fifty minute wait time', 'the flight attendants', 'passengers', 'business class', 'air india', 'fact', 'my experience', 'most domestic united states carriers premium economy', 'air india business class', 'an international flight']"
AirIndia,8.0,overall had a good experience,V Harsun,2024-04-11,i was travelling on the morning flight from ccu to bom and had bought this ticket at a discount rate and even though the flight was on the fuller side i was able to get through boarding started a bit late and we were in the aircraft for almost an hour due to the atc congestion for breakfast had opted for the veg option that included parathas with sabzi a croissant along with yogurt and beverages landing was on time and baggage retrieval was swift overall had a good experience for the price that was paid,1,"['the morning flight', 'ccu', 'bom', 'this ticket', 'a discount rate', 'the flight', 'the fuller side', 'boarding', 'the aircraft', 'almost an hour', 'the atc congestion', 'breakfast', 'the veg option', 'parathas', 'sabzi', 'yogurt and beverages landing', 'time', 'baggage retrieval', 'a good experience', 'the price']"
AirIndia,2.0,entertainment was not working,G Halden,2024-04-11,i flew from ams  delhi  delhi ams in both flights i had the same bad experience would not recommend legroom poor entertainment was not working for the entire economy cabin airconditioning not working pilot had to apologize for the inconvenience disorganized boarding experience no wifi,0,"['ams  delhi  delhi ams', 'both flights', 'the same bad experience', 'legroom poor entertainment', 'the entire economy cabin', 'not working pilot', 'the inconvenience', 'boarding experience', 'no wifi']"
AirIndia,2.0,disheartening to see such discrepancies,S Lansali,2024-04-11,i recently traveled business class from london to mumbai throughout the journey i observed a significant disparity between the two sides of the plane on one side passengers were promptly served snacks juice and amenities kits while the other side seemed to receive less attention as a paying business class traveler this inconsistency was quite evident and left me perplexed whenever i requested assistance from the flight attendants their standard reply was we’ll take care of it for your side later unfortunately these assurances rarely translated into action whether it was headphones desserts or other amenities the promised items often failed to materialize strongly urge the management to implement better checks and balances keeping track of items served to each passenger is essential after all we all paid for the same business class experience and it’s disheartening to see such discrepancies,0,"['business class', 'london', 'the journey', 'a significant disparity', 'the two sides', 'the plane', 'one side passengers', 'snacks juice', 'amenities kits', 'the other side', 'less attention', 'a paying business class traveler', 'this inconsistency', 'assistance', 'the flight attendants', 'their standard reply', 'care', 'your side', 'these assurances', 'action', 'headphones desserts', 'other amenities', 'the promised items', 'the management', 'better checks', 'balances', 'track', 'items', 'each passenger', 'the same business class experience', 'such discrepancies']"
AirIndia,1.0,worst trip in a business class ever,R Garjen,2024-04-11,worst trip in a business class ever unable to flatten seat owing to mechanical failure and in flight entertainment was completely off the entire 17 hr flight wheelchair assistance was poor at both delhi and vancouver,0,"['worst trip', 'a business class', 'seat', 'mechanical failure', 'flight entertainment', 'the entire 17 hr flight wheelchair assistance', 'vancouver']"
AirIndia,1.0,worst experience,S Hartens,2024-04-11,worst experience food was awful cabin crew were not very friendly lights in the airline were switched off for most of the flight time entertainment monitors did not work for most of the flight and delayed flight made me miss the connecting international flight flight staff at the delhi airport were even worse,0,"['experience food', 'awful cabin crew', 'very friendly lights', 'the airline', 'the flight time', 'entertainment monitors', 'the flight', 'delayed flight', 'the connecting international flight flight staff', 'the delhi airport']"
AirIndia,1.0,change the gates any time,Jitendra Prasad,2024-03-16,worst airline i have travelled on flights are delayed because they dont have staff to check in passengers  staff hardly speak english and they dont understand they would change the gates any time without announcing on the speaker their staff came and spoke in his language to a passenger that the gate has change,0,"['flights', 'staff', 'passengers  staff', 'english', 'the gates', 'the speaker', 'their staff', 'his language', 'a passenger', 'the gate']"
AirIndia,1.0,unprofessional and uncooperative,B Paneyas,2024-03-16,i check in into terminal 2 of airport properly as per ticket so not only me but along with me several families were misguided to go to gate 6 and 7 after we enter the gate there is no representative of air india to guide us people were late on top of it security gate delay and than no one responsible person the staff tells us this is domestic counter you go to international and no body of their staff knows where is this international counter all clueless people ok after that people some how reach the international counter the moment we go 5 to 10 mins before the reporting time their staff informs the flight is closed and youll will have to go to managers they give us big lecture on time and all so we told them we were already there on time your staff misguided us on wrong gate they are very very good at telling you your duties but they are unprofessional and uncooperative people,0,"['terminal', 'airport', 'ticket', 'several families', 'the gate', 'no representative', 'air india', 'people', 'top', 'security gate delay', 'no one responsible person', 'the staff', 'domestic counter', 'international and no body', 'their staff', 'this international counter', 'all clueless people', 'that people', 'the international counter', '5 to 10 mins', 'the reporting time', 'their staff', 'the flight', 'managers', 'big lecture', 'time', 'time', 'your staff', 'wrong gate', 'your duties', 'unprofessional and uncooperative people']"
AirIndia,1.0,air india lost my luggage,Gulmira Chamoli,2024-03-16,the worst airline in the world i was traveling from dubai to delhi and air india lost my luggage first they said dubai didn’t send which was a lie because dubai airport sent on same day after they was telling me we don’t know where is your luggage,0,"['the worst airline', 'the world', 'dubai', 'delhi and air india', 'my luggage', 'dubai', 'a lie', 'dubai airport', 'same day', 'your luggage']"
AirIndia,8.0,excellent leg room,Usha Nair,2024-03-16,travelled 1st march london to thiruvanthapuram via mumbai also on 8th march thiruvanthapuram to delhi and then to amristsar then return to thiruvanthapuram on 10th and flew back to london via mumbai on 12th so multiple flights 8 in 12days the staff were great no issues very customer focused food quality and taste excellent on board excellent leg room and seats comfortable i noticed a few passengers had screens not working the only issue we had was during transfer from mumbai to thiruvanthapuram at mumbai airport it was like a cattle market  complete lack of order and no queuing system air india staff screeching at passengers waiting to check in their luggage again that definitely needs improving other than that the check in staff were very courteous and polite air india personnel at thiruvanthapuramexceptional definitely will fly with air india again,1,"['1st march london', 'mumbai', '8th march thiruvanthapuram', 'thiruvanthapuram', '10th', 'london', 'mumbai', 'so multiple flights', '12days', 'the staff', 'no issues', 'very customer', 'food quality', 'board excellent leg room', 'a few passengers', 'screens', 'the only issue', 'transfer', 'mumbai', 'thiruvanthapuram', 'mumbai airport', 'a cattle market  complete lack', 'order', 'no queuing system air india staff', 'passengers', 'their luggage', 'the check', 'staff', 'very courteous and polite air india personnel', 'thiruvanthapuramexceptional', 'air india']"
AirIndia,2.0,very unenjoyable flight,K Cheung,2024-03-16,old aircraft most of the ife were out of order even after rebooting one passenger whose ife worked said the ife was exactly the same as 9 years ago when the 787 arrived for air india toilets dirty no call buttons  light buttons in trying to read i had to catch the attention of a flight attendant who passed by she had to turn it on via the wall mount behind the crew seat for me the same happened when i wanted to have the light turned off it was a dilapidated aircraft in need of refurbishment the 125 hour flight felt very long as there was no ife food was of meagre portion one small tray of main plus 2 small cartons of side dessert it was a very unenjoyable flight seat very hard tailbone hurt after sitting for a long time instead of 8 abreast ai uses a 9 abreast configuration,0,"['old aircraft', 'the ife', 'order', 'one passenger', 'whose ife', 'the ife', 'air india toilets', 'no call', 'the attention', 'a flight attendant', 'the wall mount', 'the crew seat', 'the light', 'a dilapidated aircraft', 'need', 'refurbishment', 'the 125 hour flight', 'no ife food', 'meagre portion', 'one small tray', 'main plus 2 small cartons', 'side dessert', 'a very unenjoyable flight seat', 'very hard tailbone', 'a long time', 'ai', 'a 9 abreast configuration']"
AirIndia,8.0,no light button for reading too,K Cheung,2024-03-16,aircraft newer than the one of the previous trip but not refurbished ife worked after take off a hot snacksupper served with 2 choices veg  non veg then breakfast  lunch portion standard toilets cleaner than the previous flight 9 abreast configuration makes aisles very narrow seat a bit hard did not use call button but supposed there was none no light button for reading too also like the fact that after the flight i was surprised the flight attendant did not collect the food trays in order she collected them in her own order it took a long time for her to collect mine shortly after i sat down in my seat in seeing that i had a head dressing due to injury the flight attendant asked if i needed any help,1,"['aircraft', 'the previous trip', 'not refurbished ife', 'a hot snacksupper', '2 choices veg  non veg', 'breakfast  lunch portion standard toilets', 'the previous flight 9 abreast configuration', 'aisles', 'very narrow seat', 'call button', 'none', 'no light button', 'the fact', 'the flight', 'the flight attendant', 'the food trays', 'order', 'her own order', 'a long time', 'mine', 'my seat', 'a head', 'the flight attendant', 'any help']"
AirIndia,1.0,worst international flight experience,Nidhi Nigam,2024-03-16,it was the worst international flight experience i booked with air india for my parents considering that it will be the best airlines for senior indian citizen i was wrong first the flight was late more than 2 hours  i had requested for wheel chair assistance at delhi airport but they never received that assistance,0,"['the worst international flight experience', 'air india', 'my parents', 'the best airlines', 'senior indian citizen', 'the flight', 'late more than 2 hours', 'wheel chair assistance', 'delhi airport', 'that assistance']"
AirIndia,1.0,nothing was working,Alex Parvati,2024-03-16,nothing was working no screen no movies no music no light staff very unpolite food very bad and very expensive ticket for what you get better to use other airlines,0,"['very unpolite food', 'other airlines']"
AirIndia,1.0,a nightmare that might haunt me,Anjana Dhrestha,2024-03-16,the travel with air india came up being a nightmare that might haunt me in the future travels as well there were so many big issues that i am writing this review so you do not have to go through the same thing i did too crowded and unhygienic  for a flight of 12 hours we did not anything to entertain because the screen for almost half of flight was not working flights was delayed for almost 3 hours with no transparent information and from the beginning the delay time was 20 minutes which added up to almost 3 hours due to delay we lost our next flight which was also via air india and the staff at delhi airport tried every possible way to make us find our own accommodation and even asked us to lie at indian immigration parrotting us to tell we want to visit delhi not the real reason that we had to get out as they couldn’t provide us accommodation within the airport premises which ended up creating a discussion and kind of scene when i arrived to kathmandu airport i had missing baggage and its still missing only good thing was the crew team members air hostess  were humble and helpful avoid trouble avoid air india,0,"['the travel', 'air india', 'a nightmare', 'the future travels', 'so many big issues', 'this review', 'the same thing', 'a flight', '12 hours', 'the screen', 'almost half', 'flight', 'flights', 'almost 3 hours', 'no transparent information', 'the beginning', 'the delay time', '20 minutes', 'almost 3 hours', 'our next flight', 'air india', 'the staff', 'delhi airport', 'our own accommodation', 'indian immigration', 'not the real reason', 'accommodation', 'the airport premises', 'a discussion', 'scene', 'kathmandu airport', 'missing baggage', 'its still missing only good thing', 'the crew team members air hostess', 'helpful avoid trouble', 'air india']"
AirIndia,8.0,good decent service,Kishor Bhattarai,2024-03-16,i have been helped by the reviews here so decided to share my experience from washington dc to kathmandu via delhi flight timeduration and price was just too tempting to give ai a try and i am glad i tried them i find their economy seats comfortable and good decent service however restrooms cleanliness can be improved i did not care about entertainment system so no comment on that hope air india keeps improving i will fly with them again,0,"['the reviews', 'my experience', 'washington dc', 'delhi flight timeduration', 'price', 'a try', 'their economy', 'restrooms cleanliness', 'entertainment system', 'no comment', 'that hope air india']"
AirIndia,1.0,very bad experience,B Hanullar,2024-03-03,worst flight no inflight entertainment screen doesnt work no navigation in 15 hrs flight seats dont recline cannot call air hostess as buttons dont work washroom so so dirty and they dont even clean after few hours of flight overall very old and dirty plane not recommended at all avoid if you can its very bad experience,0,"['no inflight entertainment screen', 'no navigation', '15 hrs flight seats', 'air hostess', 'buttons', 'washroom', 'few hours', 'flight', 'very old and dirty plane', 'its very bad experience']"
AirIndia,1.0,didnt offer any kind of compensation,R Davidson,2024-03-03,we had a flight on air india departing delhi on a saturday at 1520 supposed to arrive in san francisco at 1820 air india first changed our flight just hours before departure they then changed it again later in the day the flight was not cancelled for weather war or acts of god no reason was ever given after the changes we were finally boarded on a different flight departing monday afternoon 2 days later all during this time air india didnt offer any kind of compensation no meals no lodging no nothing we had to stay at a hotel 2 nights at our own expense we wrote to air india and explained the situation asking they pay for the hotel and meals they wrote back in the case of your booking to sfo we humbly convey to you that you were given alternate flight and that you travelled till your final destination no mention of the 2 nights at a hotel we had to pay for if they would have delayed us for a month would we still be liable to pay for our food and lodging,0,"['a flight', 'air india', 'delhi', 'a saturday', 'san francisco', '1820 air india', 'our flight', 'departure', 'the day', 'the flight', 'weather war', 'acts', 'god', 'no reason', 'the changes', 'a different flight', 'this time', 'air india', 'any kind', 'compensation', 'no meals', 'a hotel 2 nights', 'our own expense', 'air india', 'the situation', 'the hotel', 'meals', 'the case', 'your booking', 'alternate flight', 'your final destination', 'the 2 nights', 'a hotel', 'a month', 'our food']"
AirIndia,1.0,very disappointed,T Parshi,2024-03-03,very third class services of air india we were in the line at 345 am to the airport for 5am flight there was no call given by that supervisor only 2 people were at the counter that lady was very unprofessional and not well mannered she had not accepted our tickets we had to cancel it  very disappointed horror experience,0,"['very third class services', 'air india', 'the line', 'the airport', '5am flight', 'no call', 'that supervisor', 'only 2 people', 'the counter', 'that lady', 'our tickets', 'very disappointed horror experience']"
AirIndia,1.0,extremely dissatisfied with air india,G Halat,2024-03-03,i am extremely dissatisfied with air india despite my family repeatedly warning me not to travel with ai i thought of giving it a try on my way from del to lhr  my inflight entertainment did not work this has been such a common complaint from my relatives hence they warned me i pressed the call attendant button but they would just turn off the sign i pressed the button 4 times and on all 4 occasions they turned off the sign from their end frustrated i went to cabin crew area where they were just talking i dont have any issues with them laughing and talking  it is their right my problem is why they kept turning off the help calls i explained that the inflight entertainment did not work they asked me to sit 5 mins later a lady came and said its a common issue and the fact that the flight is around 8 hours i could sleep during this time i told her yes i would sleep but no one should be commanding what time i do what she said maybe i can give feedback as none of air india inflight entertainment systems work in any plane,0,"['air india', 'my family', 'ai', 'a try', 'my way', 'del', 'lhr', 'my inflight entertainment', 'such a common complaint', 'my relatives', 'the call attendant button', 'the sign', 'the button', 'all 4 occasions', 'the sign', 'their end', 'cabin crew area', 'any issues', 'my problem', 'the help', 'the inflight entertainment', '5 mins', 'a lady', 'its a common issue', 'the fact', 'the flight', 'this time', 'no one', 'feedback', 'none', 'air india inflight entertainment systems work', 'any plane']"
AirIndia,1.0,i asked for compensation,Sven Olsson,2024-03-03,the airline is part of the star alliance but is not an airline that lives up to the normal standard the plane was supposed to have inflight entertainment but the majority of the screens were not working might be a problem in one plane but as it was the same on both flights it is most probably a systematic problem please prepare to have your own entertainment with you the food onboard was really bad normally i like the kind of food served in india but this was really bad take something to eat with you if you are foolish enough to go by air india the plane was dirty and even though the space was fairly good i would warn you for the not so pleasant flight service was ok but the limits of all type of drinks was not good i only drink nonalcoholic and still there was limits my travel was delayed by almost 5 hours and that was according to the staff on the ground due to technical problems at first and then after finding an alternative plane they needed another crew as the other had to many hours when i asked for compensation of 600 euros not for a full refund they changed the delay cause to bad weather and not technical issues,0,"['the airline', 'part', 'the star alliance', 'an airline', 'the normal standard', 'the plane', 'inflight entertainment', 'the majority', 'the screens', 'a problem', 'one plane', 'both flights', 'a systematic problem', 'your own entertainment', 'the food', 'the kind', 'food', 'india', 'air india', 'the plane', 'the space', 'the not so pleasant flight service', 'the limits', 'all type', 'drinks', 'limits', 'my travel', 'almost 5 hours', 'the staff', 'the ground', 'technical problems', 'an alternative plane', 'another crew', 'many hours', 'compensation', '600 euros', 'a full refund', 'the delay cause', 'bad weather', 'not technical issues']"
AirIndia,1.0,it’s a bad experience,Simran Singh,2024-03-03,it’s a bad experience the flight timing was 2240pm on 11th feb from mumbai to abu dhabi but they changed timing as 1230 on 12th feb 140am and then 2am but still not sure when they will depart it’s so disappointing and for the delayed refreshment they are not proving any coffe or tea and providing only specific meal with smallest water bottle,0,"['a bad experience', 'the flight timing', '2240pm', '11th feb', 'mumbai', 'abu dhabi', 'timing', '12th feb 140am', 'the delayed refreshment', 'tea', 'only specific meal', 'smallest water bottle']"
AirIndia,9.0,very polite cabin crew,V Agrawl,2024-03-03,had a very good experience very polite cabin crew we were travelling with a child and they were very helpful food was great on time arrival and liberal baggage policy for international routes compared to american and european airlines clean flight and good enough in flight entertainment,1,"['a very good experience', 'very polite cabin crew', 'a child', 'very helpful food', 'time arrival', 'liberal baggage policy', 'international routes', 'american and european airlines', 'flight', 'flight entertainment']"
AirIndia,1.0,horrible dirty and old,A Dunand,2024-03-03,cancelled flight hyderabaddelhiparis my wife my daughter and i arrived at hyderabad airport at 3am on january 15 2024 we saw that our flight ai 559 to delhi had been cancelled we received an email at the same time we tried to get information and find a solution during 6 hours at the airport no one could find a solution for us or give us reliable information 6 hours waiting at the airport from 3am until 9am for nothing then in the afternoon one indian friend helped us calling air india we managed to schedule the cancelled flight by air india for 2 days later on january 17 the plane we took from delhi to paris was horrible dirty and old entertainment system was not working the food was horrible air india refused to give us a commercial gesture and compensation for all these inconveniences,0,"['flight hyderabaddelhiparis', 'my wife', 'my daughter', 'hyderabad airport', '3am', 'january', 'our flight', 'an email', 'the same time', 'information', 'a solution', '6 hours', 'the airport', 'a solution', 'reliable information', 'the airport', 'the afternoon', 'one indian friend', 'air india', 'the cancelled flight', 'air india', 'january', 'the plane', 'paris', 'horrible dirty and old entertainment system', 'the food', 'horrible air india', 'a commercial gesture', 'compensation', 'all these inconveniences']"
AirIndia,1.0,our worst flying experience,D Haysan,2024-03-03,our worst flying experience my wife and i were flying air india from ahmedabad to newark via mumbai our first flight was delayed from 825 pm to 925pm and we were informed just a few hours before after arriving at the airport we were told that our connecting flight form mumbai to newark has been cancelled and that we would have to fly to jfk in ny instead we insisted that we would prefer to fly to newark but no one could guarantee us a seat to newark even a few days later we were told no flight could be seen in the near future and that we should take the flight to jfk well the flight from ahmedabad was not delayed by an hour it did not depart for another hour and a half  11 pm by then we had been at the airport for 5 hours but no one offered us any food vouchers or water after arriving in mumbai we had a heck of a time getting to the gate due to the distance and security check etc the flight to jfk was scheduled at 145 am and we were sure we couldn’t make that even worse than that is the fact that while we were trying to reach our gate we heard an announcement for an air india flight leaving for newark we were lied to about the newark flight being cancelled and bumped onto another flight which reaches at an airport that is another hour away form newark we did not receive any prior notification as with the first flight but were surprised at the checkin counter meanwhile the flight to jfk was delayed by a little over an hour and finally left at 300 am with us on it we had to make other arrangements to get home and it cost us more money there was no talk of any compensation for inconvenience or any other options by air india,0,"['our worst flying experience', 'my wife', 'air india', 'ahmedabad', 'newark', 'our first flight', '825 pm', '925pm', 'the airport', 'our connecting flight form mumbai', 'newark', 'jfk', 'ny', 'newark', 'a seat', 'newark', 'no flight', 'the near future', 'the flight', 'jfk', 'the flight', 'ahmedabad', 'an hour', 'another hour', 'a half  11 pm', 'the airport', '5 hours', 'no one', 'any food vouchers', 'water', 'mumbai', 'a heck', 'a time', 'the gate', 'the distance', 'security check', 'the flight', 'jfk', '145 am', 'the fact', 'our gate', 'an announcement', 'an air india flight leaving', 'newark', 'the newark flight', 'another flight', 'an airport', 'form newark', 'any prior notification', 'the first flight', 'the checkin counter', 'the flight', 'jfk', 'a little over an hour', '300 am', 'other arrangements', 'more money', 'no talk', 'any compensation', 'inconvenience', 'any other options', 'air india']"
AirIndia,1.0,a fabulous experience,Pankaj Mandhyan,2024-03-03,delhi to dubai flight ai 995 it was a fabulous experience i have been a club vistara and singapore airlines traveller for many years have been a platinum member for many years but my experience today travelling business class from delhi to dubai has been fabulous from the check in boarding the in flight experience the ambience and not to forget the courtesy of the staff has been amazing it exceeded my expectations have been doing business class for a long time never had expected air india to be this special definitely my next flight is air india for sure and many more to come for sure,1,"['flight', 'a fabulous experience', 'a club vistara', 'singapore airlines traveller', 'many years', 'a platinum member', 'many years', 'my experience', 'business class', 'dubai', 'the check', 'flight experience', 'the ambience', 'the courtesy', 'the staff', 'my expectations', 'business class', 'a long time', 'air india', 'my next flight', 'air india']"
AirIndia,10.0,excellent crew polite and professional,J Lane,2024-02-02,we travelled by air india twice in january between mumbai and rajkot in january 2024 excellent crew polite and professional the pilots explained why flights were slightly delayed although the flights were only about an hour long the cabin crew provided a sandwich small carton of fruit juice and a small bottle of water comfortable seats adequate leg space and usb port to charge phone after flight has departed,1,"['air india', 'january', 'mumbai', 'rajkot', 'january 2024 excellent crew', 'the pilots', 'flights', 'the flights', 'the cabin crew', 'a sandwich', 'small carton', 'fruit juice', 'a small bottle', 'water comfortable seats adequate leg space', 'usb port', 'phone', 'flight']"
AirIndia,1.0,absolutely the worst flight,Gurjot Singh,2024-02-02,absolutely the worst flight i have ever been on was on the toronto to delhi direct flight and got a swift realization why i will never book to fly with air india again i was flying with 3 others that all needed special wheelchair assistance so in order to even checkin we had to wait in line first before they would even allow them to sit in the wheelchair area now up to this point everything was a mild inconvenience however the flight itself was what made sealed the deal of never flying air india for a direct long haul flight i cannot believe the condition of the airplane the upholstery was dirty and falling apart held together with zip ties the bathrooms were disgusting and also falling apart the icing on the cake was a 135 hr flight with no inflight entertainment and being told they cannot fix it see all the pics for what you are getting into if you choose to fly air india,0,"['absolutely the worst flight', 'the toronto', 'direct flight', 'a swift realization', 'air india', '3 others', 'special wheelchair assistance', 'order', 'line', 'the wheelchair area', 'this point', 'a mild inconvenience', 'the flight', 'the deal', 'air india', 'a direct long haul flight', 'the condition', 'the airplane', 'the upholstery', 'zip ties', 'the bathrooms', 'the icing', 'the cake', 'a 135 hr flight', 'no inflight entertainment', 'all the pics', 'air india']"
AirIndia,1.0,my worst flying experience,Mohammed Imran Ameer Amza,2024-02-02,my worst flying experience was this international transit flight from mumbai to bangkok the aircraft was infested with mosquitoes when passengers boarded the cramped leg space left me uncomfortable and despite the efforts of the flight crew the situation remained unaddressed the seats were not comfortable for longdistance travel based on this experience i would not consider traveling with air india again nor would i recommend it to others,0,"['my worst flying experience', 'this international transit flight', 'mumbai', 'bangkok', 'the aircraft', 'mosquitoes', 'passengers', 'the cramped leg space', 'the efforts', 'the flight crew', 'the situation', 'the seats', 'longdistance travel', 'this experience', 'air india', 'others']"
